1	2	8
1	4	15
1	9	7
1	12	5
1	14	5
1	21	16
1	24	17
1	31	17
1	32	14
1	33	19
1	37	8
1	38	6
1	39	18
1	40	8
1	42	19
1	44	10
1	66	3
2	1	16
2	3	18
2	7	20
2	13	2
2	18	18
2	24	8
2	29	13
2	31	6
2	33	14
2	35	4
2	36	13
2	37	7
2	42	6
2	45	16
2	54	8
2	60	3
2	63	16
2	66	1
3	1	1
3	2	6
3	4	1
3	5	5
3	8	7
3	10	4
3	11	5
3	13	16
3	15	20
3	16	19
3	17	11
3	27	6
3	30	4
3	32	6
3	50	2
3	51	9
3	52	11
3	53	4
3	54	6
3	57	17
3	58	15
3	63	8
3	66	1
4	3	4
4	5	40
4	6	7
4	15	8
4	26	4
4	27	14
4	34	12
4	35	17
4	49	1
4	56	14
4	60	6
4	66	14
4	68	10
5	4	8
5	6	15
5	10	18
5	17	14
5	27	9
5	29	7
5	32	15
5	37	11
5	45	16
5	50	16
5	51	17
5	55	5
5	56	12
5	57	1
5	58	18
5	63	12
5	64	6
6	5	20
6	7	12
6	8	20
6	9	7
6	10	1
6	15	8
6	16	2
6	19	1
6	21	11
6	22	15
6	24	15
6	25	2
6	27	12
6	29	20
6	35	19
6	38	19
6	41	3
6	47	10
6	48	6
6	49	1
6	51	10
6	60	7
6	63	8
6	64	20
6	67	10
7	2	2
7	3	14
7	4	15
7	6	5
7	8	16
7	9	7
7	13	11
7	18	16
7	20	9
7	24	10
7	29	19
7	34	20
7	37	16
7	45	16
7	51	14
7	58	17
7	61	9
7	67	15
7	69	1
8	2	15
8	4	8
8	7	9
8	9	30
8	16	4
8	22	16
8	39	11
8	40	8
8	42	5
8	45	13
8	50	11
8	67	5
8	70	5
9	4	19
9	6	5
9	7	16
9	8	9
9	10	13
9	16	19
9	18	2
9	26	10
9	27	10
9	28	11
9	29	11
9	31	19
9	33	3
9	40	9
9	43	3
9	46	18
9	48	9
9	49	5
9	50	4
9	51	7
9	53	14
9	63	9
9	66	13
10	2	19
10	3	14
10	8	15
10	9	22
10	11	8
10	20	13
10	23	8
10	27	15
10	36	5
10	39	4
10	44	18
10	48	5
10	53	13
10	66	18
10	67	17
11	6	8
11	7	12
11	10	18
11	12	30
11	13	7
11	21	15
11	22	8
11	27	19
11	29	4
11	31	19
11	40	12
11	50	19
11	53	17
11	60	1
11	65	4
11	67	14
12	11	14
12	13	1
12	23	14
12	26	19
12	29	5
12	34	11
12	37	6
12	41	16
12	46	17
12	51	14
12	53	10
12	58	11
12	61	13
12	66	5
12	67	8
13	4	19
13	7	4
13	9	14
13	12	2
13	14	9
13	24	2
13	26	15
13	39	12
13	40	2
13	41	19
13	44	4
13	47	9
13	48	20
13	50	10
13	54	16
13	59	10
13	63	9
13	65	8
13	67	14
13	68	17
14	1	15
14	6	14
14	7	14
14	13	11
14	15	32
14	16	17
14	21	3
14	22	13
14	32	16
14	33	15
14	41	7
14	46	10
14	49	19
14	55	20
14	59	1
14	64	16
14	66	4
14	67	12
14	69	11
15	5	6
15	7	20
15	13	9
15	14	14
15	16	24
15	23	2
15	25	19
15	26	4
15	27	5
15	28	15
15	29	9
15	30	18
15	33	2
15	34	15
15	35	3
15	38	1
15	41	10
15	48	8
15	49	5
15	51	13
15	57	5
15	59	19
15	62	8
15	63	2
15	64	19
15	65	17
15	67	9
15	69	20
16	1	1
16	4	16
16	11	16
16	15	12
16	17	8
16	19	5
16	30	4
16	31	5
16	38	1
16	41	3
16	43	2
16	48	12
16	55	17
16	58	12
16	66	13
16	69	12
17	3	10
17	16	19
17	18	16
17	19	13
17	20	19
17	21	6
17	30	11
17	37	17
17	38	1
17	42	4
17	44	12
17	47	14
17	61	18
17	65	14
17	68	1
18	2	10
18	4	14
18	7	6
18	9	1
18	17	3
18	19	8
18	27	13
18	28	1
18	29	16
18	31	3
18	32	13
18	33	5
18	35	9
18	39	9
18	46	8
18	52	13
18	55	8
18	58	15
18	61	2
18	62	12
19	2	4
19	4	9
19	5	15
19	7	18
19	8	12
19	9	14
19	11	18
19	13	13
19	15	18
19	16	18
19	17	5
19	18	4
19	20	5
19	22	13
19	23	8
19	29	3
19	30	14
19	33	5
19	34	16
19	35	20
19	36	20
19	46	4
19	54	8
19	58	9
19	63	14
19	67	13
20	3	15
20	5	20
20	9	18
20	11	18
20	12	1
20	16	3
20	19	22
20	21	13
20	25	15
20	27	13
20	29	1
20	31	17
20	35	2
20	37	1
20	40	16
20	41	1
20	48	15
20	55	7
20	59	15
20	61	15
21	9	2
21	12	4
21	15	4
21	17	14
21	19	4
21	20	19
21	22	18
21	28	5
21	36	16
21	37	18
21	38	3
21	46	9
21	49	1
21	56	3
21	69	18
22	9	4
22	15	13
22	18	18
22	21	6
22	23	15
22	30	7
22	31	17
22	32	4
22	39	9
22	41	1
22	44	9
22	45	4
22	56	2
22	59	13
22	66	18
22	68	2
22	69	20
23	1	8
23	3	18
23	10	3
23	13	10
23	14	4
23	15	8
23	21	18
23	22	26
23	24	12
23	30	1
23	34	1
23	36	12
23	41	4
23	44	1
23	59	5
23	60	20
23	63	16
23	67	4
23	68	5
23	69	12
24	2	6
24	5	19
24	7	2
24	16	13
24	18	6
24	20	15
24	22	11
24	23	15
24	25	1
24	30	14
24	31	9
24	35	16
24	37	14
24	47	14
24	59	8
24	65	2
24	66	6
24	67	13
25	1	12
25	4	18
25	13	14
25	15	17
25	24	10
25	26	28
25	32	20
25	34	2
25	36	13
25	41	2
25	43	14
25	46	1
25	53	14
25	55	16
25	58	12
25	59	16
25	61	8
25	63	4
25	66	3
25	68	12
26	1	16
26	2	4
26	4	16
26	6	3
26	7	16
26	17	12
26	24	5
26	25	6
26	27	32
26	30	18
26	31	9
26	33	1
26	34	17
26	35	1
26	42	9
26	50	19
26	51	10
26	52	17
26	55	16
26	60	9
26	65	10
26	67	17
26	68	6
26	70	15
27	4	5
27	7	10
27	9	5
27	22	13
27	26	28
27	28	6
27	29	2
27	37	19
27	45	16
27	49	5
27	51	20
27	53	11
27	55	7
27	56	7
27	57	15
27	62	17
27	68	14
27	69	3
28	1	19
28	2	14
28	3	18
28	5	11
28	17	10
28	19	19
28	23	10
28	27	13
28	29	5
28	33	13
28	35	12
28	54	12
28	62	6
28	64	19
29	12	15
29	14	16
29	15	4
29	28	12
29	30	12
29	34	10
29	39	18
29	49	18
29	53	12
29	55	1
29	56	17
29	59	7
29	68	11
30	5	8
30	6	1
30	7	1
30	9	15
30	16	5
30	23	4
30	27	1
30	28	13
30	29	28
30	31	15
30	38	20
30	41	19
30	42	18
30	49	17
30	53	10
30	54	9
30	61	14
30	64	12
30	65	13
30	69	3
31	1	7
31	4	5
31	5	11
31	11	2
31	13	19
31	24	4
31	27	8
31	30	22
31	32	2
31	37	5
31	42	10
31	44	2
31	52	6
31	54	12
31	55	4
31	58	8
31	60	5
32	5	12
32	6	4
32	7	13
32	9	6
32	11	19
32	12	3
32	18	11
32	20	13
32	24	4
32	26	1
32	27	7
32	29	6
32	30	10
32	31	16
32	33	10
32	50	10
32	53	4
32	54	3
32	55	20
32	57	18
32	58	6
32	59	5
32	61	6
32	62	8
32	65	15
33	6	7
33	10	2
33	18	11
33	19	7
33	27	18
33	30	8
33	32	14
33	34	7
33	40	5
33	42	19
33	43	20
33	55	8
33	56	16
33	57	9
33	58	1
33	60	10
33	61	15
33	66	2
34	19	15
34	24	18
34	26	10
34	32	18
34	33	19
34	35	38
34	45	17
34	46	4
34	51	15
34	54	14
34	57	11
34	62	19
34	67	3
35	1	18
35	10	1
35	15	4
35	18	17
35	24	15
35	29	11
35	32	5
35	34	15
35	36	20
35	48	7
35	51	12
35	67	4
35	69	17
35	70	19
36	2	14
36	4	7
36	6	16
36	9	16
36	22	19
36	24	2
36	28	8
36	34	12
36	35	18
36	37	17
36	44	3
36	45	12
36	48	5
36	54	18
36	57	11
36	64	15
36	67	2
37	11	7
37	18	11
37	30	19
37	31	14
37	34	13
37	36	17
37	38	3
37	39	17
37	45	1
37	54	7
37	55	19
37	57	7
37	58	4
37	59	19
37	60	15
37	61	4
37	62	7
37	63	8
37	65	10
37	66	2
37	67	15
37	68	17
37	69	9
37	70	9
38	1	9
38	4	16
38	6	9
38	9	4
38	13	4
38	21	2
38	25	17
38	36	16
38	37	24
38	39	15
38	40	4
38	41	10
38	45	10
38	46	7
38	47	12
38	51	10
38	63	12
38	64	3
38	68	15
38	69	11
39	2	6
39	16	15
39	25	1
39	28	20
39	29	15
39	33	9
39	36	10
39	38	5
39	40	12
39	41	16
39	42	10
39	44	15
39	50	5
39	60	1
39	64	4
39	65	18
39	66	19
39	68	3
40	5	13
40	7	8
40	9	18
40	11	20
40	13	17
40	20	18
40	24	14
40	27	14
40	29	8
40	30	2
40	39	13
40	41	13
40	42	5
40	44	6
40	54	14
40	56	20
40	59	14
40	63	15
41	1	17
41	9	6
41	11	2
41	13	1
41	14	7
41	18	10
41	27	11
41	28	5
41	29	15
41	33	4
41	36	12
41	40	11
41	42	9
41	44	3
41	45	20
41	66	15
41	67	12
41	69	4
41	70	13
42	1	19
42	5	15
42	6	14
42	7	9
42	8	8
42	9	10
42	11	4
42	12	7
42	20	8
42	40	18
42	41	20
42	43	1
42	49	2
42	58	5
42	61	7
42	66	19
43	4	4
43	6	4
43	11	20
43	18	5
43	21	5
43	23	2
43	28	1
43	42	3
43	44	2
43	57	11
43	62	17
43	64	17
43	70	19
44	5	7
44	7	13
44	11	10
44	18	19
44	19	14
44	21	10
44	23	13
44	24	2
44	25	5
44	26	14
44	27	13
44	30	19
44	33	19
44	34	20
44	39	11
44	40	14
44	43	1
44	45	18
44	57	17
44	58	2
44	61	16
44	62	13
44	64	11
44	66	12
44	68	18
44	70	20
45	6	20
45	8	7
45	9	14
45	12	6
45	14	20
45	15	3
45	22	11
45	23	6
45	27	6
45	33	13
45	39	16
45	44	28
45	46	7
45	49	13
45	50	19
45	51	13
45	52	17
45	63	2
45	64	4
45	68	18
46	3	5
46	7	13
46	9	18
46	15	1
46	18	8
46	19	13
46	20	8
46	22	15
46	26	8
46	30	15
46	40	10
46	42	16
46	44	14
46	45	7
46	47	34
46	48	6
46	50	6
46	52	10
46	53	12
46	55	20
46	58	16
46	59	13
46	70	13
47	4	19
47	9	5
47	23	3
47	25	10
47	31	1
47	32	18
47	34	17
47	39	16
47	41	7
47	43	2
47	44	13
47	46	4
47	48	10
47	60	20
47	66	19
48	5	9
48	7	3
48	42	5
48	47	3
48	49	7
48	56	18
48	62	1
48	63	20
48	69	10
49	5	14
49	12	11
49	13	1
49	16	11
49	19	20
49	20	5
49	35	4
49	38	8
49	39	4
49	45	19
49	46	18
49	48	2
49	50	2
49	54	18
49	57	4
50	4	8
50	5	9
50	6	11
50	7	13
50	10	16
50	15	6
50	17	17
50	21	12
50	27	8
50	28	10
50	29	8
50	31	14
50	33	13
50	40	10
50	45	13
50	48	14
50	49	36
50	51	3
50	53	5
50	61	9
51	4	11
51	9	5
51	14	8
51	24	10
51	31	8
51	35	19
51	36	15
51	39	9
51	41	2
51	45	5
51	50	38
51	52	12
51	56	17
51	62	11
51	63	10
51	67	11
52	1	19
52	16	13
52	18	15
52	19	1
52	26	9
52	28	10
52	33	12
52	39	8
52	41	13
52	42	15
52	43	10
52	46	6
52	47	5
52	50	5
52	51	3
52	53	6
52	63	15
52	69	17
53	5	16
53	9	4
53	21	9
53	22	17
53	23	10
53	25	18
53	36	18
53	39	10
53	42	9
53	48	7
53	51	17
53	52	4
53	54	16
53	55	12
53	56	19
53	58	16
53	59	15
53	69	16
54	4	12
54	5	15
54	6	19
54	15	11
54	17	14
54	20	2
54	21	1
54	27	10
54	28	6
54	34	9
54	38	15
54	39	18
54	40	7
54	49	3
54	53	13
54	55	19
54	67	5
55	3	14
55	5	14
55	13	12
55	27	12
55	35	18
55	37	18
55	39	7
55	40	3
55	47	7
55	53	18
55	54	36
55	56	8
55	60	1
55	67	5
55	70	1
56	2	18
56	3	15
56	7	9
56	8	6
56	10	3
56	15	8
56	17	2
56	21	14
56	23	19
56	25	3
56	33	2
56	37	3
56	38	13
56	44	16
56	51	11
56	54	1
56	55	11
56	57	5
56	58	20
56	60	17
56	70	15
57	3	4
57	4	15
57	5	20
57	6	15
57	11	10
57	17	8
57	23	16
57	27	19
57	38	7
57	45	20
57	46	4
57	53	11
57	54	6
57	55	11
57	56	14
57	58	30
57	61	6
57	67	6
57	68	6
57	70	1
58	2	14
58	4	19
58	6	11
58	7	10
58	16	11
58	18	17
58	20	18
58	26	9
58	30	19
58	31	5
58	33	10
58	34	18
58	37	9
58	40	1
58	52	16
58	53	9
58	56	10
58	57	40
58	59	9
58	60	2
58	61	17
58	66	8
58	67	8
58	70	1
59	1	14
59	4	15
59	13	1
59	21	11
59	25	17
59	34	3
59	38	8
59	40	14
59	41	1
59	44	16
59	45	1
59	51	5
59	52	14
59	58	14
59	60	9
59	67	3
60	2	17
60	7	3
60	8	20
60	10	9
60	16	18
60	18	3
60	19	13
60	30	3
60	33	6
60	44	18
60	50	14
60	52	14
60	54	12
60	58	7
60	59	20
60	61	24
60	69	13
60	70	20
61	3	13
61	4	1
61	5	2
61	7	15
61	19	2
61	22	15
61	30	4
61	34	6
61	42	14
61	43	3
61	44	9
61	58	16
61	60	16
61	62	1
61	69	7
61	70	19
62	1	5
62	3	15
62	4	13
62	8	5
62	13	18
62	18	20
62	31	8
62	32	10
62	36	2
62	40	10
62	45	6
62	52	8
62	57	3
62	61	6
62	63	9
62	65	9
62	68	19
63	8	17
63	9	8
63	10	20
63	15	19
63	17	7
63	20	13
63	21	16
63	28	2
63	33	1
63	35	4
63	38	17
63	40	11
63	45	20
63	47	14
63	56	8
63	58	12
63	62	22
63	64	4
63	65	17
64	10	18
64	12	19
64	23	18
64	36	6
64	39	18
64	45	6
64	49	4
64	54	17
64	55	10
64	61	18
64	63	14
64	65	17
65	8	10
65	12	9
65	27	3
65	30	7
65	34	12
65	43	15
65	44	16
65	46	10
65	54	15
65	55	1
65	60	19
65	64	26
65	66	11
65	70	15
66	1	14
66	2	6
66	3	3
66	5	14
66	11	6
66	12	2
66	15	11
66	18	13
66	20	7
66	25	12
66	27	13
66	34	16
66	36	12
66	38	4
66	42	6
66	48	4
66	54	16
66	58	8
66	65	34
66	67	16
67	3	14
67	6	1
67	13	14
67	14	16
67	16	6
67	18	20
67	20	3
67	21	18
67	32	10
67	40	4
67	45	20
67	47	19
67	55	7
67	60	15
67	66	17
67	68	20
68	14	7
68	23	11
68	24	13
68	28	5
68	34	2
68	35	2
68	38	19
68	41	5
68	43	4
68	44	3
68	48	8
68	49	19
68	56	9
68	57	8
68	63	15
68	64	14
68	66	14
68	67	13
68	69	16
69	3	2
69	10	18
69	11	9
69	12	4
69	17	17
69	18	13
69	25	11
69	30	9
69	35	11
69	36	5
69	37	14
69	49	6
69	50	19
69	54	15
69	58	1
69	59	13
69	68	7
69	70	3
70	6	10
70	8	13
70	9	18
70	10	1
70	11	16
70	13	16
70	17	7
70	20	19
70	23	5
70	30	12
70	32	4
70	33	20
70	34	2
70	37	13
70	38	7
70	40	13
70	41	15
70	47	20
70	49	3
70	52	8
70	53	3
70	62	8
70	63	4
70	65	8
70	66	2
70	68	14
70	69	9
