1	2	1
1	5	13
1	7	3
1	8	11
1	18	4
1	20	9
1	22	14
1	23	14
1	25	11
1	27	12
1	30	3
2	1	17
2	3	12
2	5	8
2	6	2
2	9	15
2	10	13
2	14	7
2	23	8
2	24	8
2	28	13
3	2	40
3	4	9
3	11	10
3	12	11
3	16	5
3	17	13
3	19	6
3	23	8
3	27	6
4	3	11
4	5	16
4	8	10
4	11	17
4	21	5
4	24	6
4	29	15
5	3	18
5	4	20
5	6	9
5	8	2
5	10	13
5	13	19
5	17	18
5	20	9
5	22	13
6	1	18
6	5	10
6	7	19
6	12	14
6	13	14
6	19	16
6	25	16
6	26	6
6	27	11
6	29	16
6	30	12
7	1	16
7	6	20
7	8	10
7	11	14
7	19	4
7	22	18
7	23	4
7	24	12
7	30	20
8	2	7
8	7	20
8	9	14
8	11	10
8	13	18
8	14	11
8	17	19
8	23	20
8	28	9
9	2	5
9	3	15
9	6	9
9	8	19
9	10	13
9	16	11
9	20	16
9	26	5
10	2	9
10	8	18
10	9	17
10	11	5
10	16	12
10	18	6
10	20	20
10	23	13
10	24	11
11	2	15
11	6	16
11	7	6
11	8	2
11	10	20
11	12	15
11	25	20
11	27	3
11	29	13
11	30	19
12	1	8
12	4	6
12	6	8
12	7	1
12	11	19
12	13	16
12	16	17
12	17	3
12	22	16
12	24	20
12	27	11
12	29	4
13	12	1
13	14	12
13	16	9
13	18	18
13	20	2
13	22	1
13	23	2
13	24	16
13	25	16
13	27	4
13	28	13
13	30	19
14	2	5
14	3	10
14	8	11
14	12	4
14	13	16
14	15	4
14	26	14
14	30	9
15	7	10
15	9	19
15	10	20
15	14	5
15	16	1
15	27	5
15	30	14
16	5	4
16	11	6
16	15	40
16	17	4
17	5	2
17	6	1
17	9	12
17	10	1
17	13	8
17	14	2
17	15	5
17	16	14
17	18	1
17	23	18
17	26	1
18	3	18
18	5	3
18	6	18
18	15	19
18	17	15
18	19	8
18	20	11
18	23	19
18	27	8
18	28	5
19	4	5
19	5	2
19	6	5
19	10	4
19	12	14
19	14	15
19	17	12
19	18	7
19	20	22
19	23	13
20	4	19
20	5	11
20	17	16
20	19	19
20	21	24
20	23	19
20	26	17
21	2	1
21	6	11
21	7	20
21	19	15
21	20	14
21	22	3
21	23	7
21	26	18
22	6	4
22	14	9
22	21	14
22	23	2
22	25	6
22	29	8
22	30	20
23	1	4
23	2	17
23	11	20
23	20	16
23	21	8
23	22	26
23	24	11
23	25	16
23	26	7
23	28	15
24	4	4
24	11	9
24	22	6
24	23	4
24	25	17
24	28	14
25	7	6
25	12	15
25	18	10
25	24	16
25	26	8
25	27	8
25	30	5
26	3	19
26	7	10
26	9	14
26	17	15
26	22	10
26	25	6
26	27	19
27	3	1
27	20	5
27	22	7
27	26	14
27	28	1
28	3	1
28	5	2
28	9	10
28	12	15
28	13	4
28	17	12
28	18	13
28	22	9
28	27	15
28	29	19
29	2	6
29	3	7
29	4	17
29	10	6
29	11	4
29	13	14
29	19	7
29	25	13
29	28	5
29	30	38
30	2	18
30	4	11
30	10	16
30	14	8
30	16	1
30	19	14
30	24	9
30	27	15
30	28	2
30	29	6
