1	2	13
1	7	9
1	8	4
1	9	6
1	16	18
1	20	8
1	22	1
1	24	16
1	27	19
1	31	1
1	32	15
1	35	2
1	36	15
1	37	12
1	40	2
2	1	2
2	3	3
2	7	3
2	8	15
2	9	10
2	11	18
2	12	8
2	21	5
2	24	19
2	25	2
2	29	8
2	34	7
2	37	9
3	1	18
3	2	19
3	4	2
3	6	2
3	12	13
3	13	12
3	15	4
3	23	7
3	32	20
3	33	10
3	34	2
3	35	8
4	3	20
4	5	2
4	9	3
4	15	2
4	18	15
4	20	7
4	21	14
4	24	14
4	26	14
4	27	2
4	30	14
4	39	17
5	4	5
5	6	16
5	8	6
5	10	3
5	18	14
5	19	2
5	20	1
5	22	6
5	26	13
5	28	20
5	31	18
5	33	9
6	2	10
6	5	18
6	7	7
6	8	1
6	9	9
6	10	12
6	14	18
6	25	6
6	32	19
6	33	4
6	35	4
7	6	8
7	8	7
7	11	16
7	12	9
7	15	8
7	16	5
7	24	17
7	25	18
7	28	3
7	32	3
7	34	8
8	1	16
8	2	20
8	4	4
8	7	5
8	9	13
8	10	18
8	12	4
8	13	18
8	16	5
8	18	12
8	19	4
8	20	17
8	22	15
8	26	5
8	29	8
8	32	6
8	37	3
8	38	20
8	40	19
9	1	18
9	2	2
9	3	19
9	6	16
9	8	5
9	10	38
9	12	6
9	16	16
9	20	7
9	33	20
9	39	10
10	4	20
10	7	19
10	9	17
10	11	12
10	16	20
10	21	12
10	25	12
10	28	9
10	29	3
10	32	9
10	33	7
10	40	14
11	1	15
11	2	17
11	3	5
11	4	1
11	5	12
11	10	13
11	12	16
11	21	3
11	25	18
11	29	13
11	30	12
11	32	20
11	34	11
11	37	9
11	39	15
12	3	9
12	10	9
12	11	17
12	13	13
12	16	18
12	20	8
12	22	15
12	23	16
12	25	20
12	35	15
12	36	19
13	3	20
13	7	4
13	9	20
13	10	16
13	12	9
13	14	9
13	20	1
13	22	16
13	24	10
13	27	5
13	30	7
13	32	1
13	38	7
14	1	11
14	9	16
14	12	18
14	13	15
14	15	15
14	18	8
14	26	17
15	6	6
15	9	13
15	14	4
15	16	20
15	21	18
15	32	14
15	40	9
16	2	10
16	4	9
16	7	3
16	9	8
16	13	12
16	14	12
16	15	11
16	17	10
16	19	10
16	23	3
16	31	9
16	33	7
16	34	9
16	35	7
16	39	1
17	5	15
17	6	14
17	7	10
17	8	20
17	16	2
17	18	16
17	19	20
17	24	9
17	25	10
17	38	4
18	1	17
18	3	13
18	13	4
18	17	2
18	19	14
18	22	6
18	23	16
18	29	10
18	33	8
18	40	5
19	2	14
19	6	13
19	8	18
19	13	9
19	17	9
19	18	12
19	20	17
19	21	15
19	24	19
19	26	20
19	29	1
19	30	16
20	3	2
20	4	16
20	5	18
20	6	15
20	9	12
20	11	7
20	14	10
20	19	5
20	21	1
20	25	11
20	29	10
20	31	16
20	32	14
20	34	17
20	38	2
21	1	1
21	6	14
21	8	8
21	12	8
21	16	17
21	19	4
21	20	13
21	22	8
22	1	18
22	5	3
22	6	9
22	9	3
22	11	5
22	12	11
22	14	5
22	18	15
22	21	13
22	23	12
22	25	5
22	27	12
22	36	1
22	38	14
23	3	19
23	8	20
23	9	1
